transaction_id,transaction_date,transaction_description,transaction_type,user_id,account_id,account_type,notes,location,payment_method,currency,debit,credit,category,subcategory,running_balance,is_recurring
85f5462b-e127-4c43-9534-fa6823b156f7,2025-01-13,Paycheck,Online Payment,user_3,account_7,Credit Card,Anyone network answer worker write discussion must.,South David,Diners Club / Carte Blanche,USD,0.0,634.46,Income,,1444503.439999998,False
f4b4a4db-dfd1-4412-9eb6-73c8ebeef5f7,2023-10-09,"Garcia, Barnett and Cox",Cash,user_4,account_1,Savings,,Amberberg,Cash,USD,0.0,2722.05,Miscellaneous,,147004.32000000004,False
d96280d2-983c-4246-8776-18c15f79d18d,2024-12-15,Bonilla-Bailey,Transfer,user_5,account_9,Checking,,East Jeffreystad,Discover,USD,0.0,1719.2,Miscellaneous,,1551778.01,True
db945c7a-20c1-4b1f-b8b1-1ae462fe3ab7,2025-08-23,AT&T,Online Payment,user_1,account_3,Checking,,South Ethanhaven,Cash,USD,0.0,2662.64,Utilities,Internet,2342951.9699999993,False
809fdaa2-c1b8-4360-8241-4d087881ad73,2024-07-15,"Foster, Williams and Martin",ATM Withdrawal,user_3,account_6,Credit Card,Spring need audience expect should go or.,Kingberg,JCB 16 digit,USD,0.0,4995.84,Miscellaneous,,989868.3299999994,False
01a06a81-3ddd-428a-b826-53029f07863f,2024-09-17,Freelance Income,Online Payment,user_1,account_9,Credit Card,,Port Daisytown,Cash,USD,0.0,3220.23,Income,Salary,1257174.33,True
669d8895-c29c-4878-9d41-4e674dc9bb28,2023-09-17,Dr. Smith MD,Cash,user_1,account_6,Savings,,Bradstad,VISA 16 digit,USD,0.0,415.24,Health & Medical,,102574.91999999997,False
4772f1b9-4862-4473-a62c-d2c6834f82c2,2023-11-10,Dental Office,Cash,user_3,account_5,Credit Card,,Richardmouth,Diners Club / Carte Blanche,USD,0.0,4985.04,Health & Medical,N/A,206833.81999999995,False
08aa4a89-388c-4f65-be18-7f55e7cbcf1d,2023-12-19,Spotify,ATM Withdrawal,user_5,account_10,Checking,,Port Carolyn,Cash,USD,139.82,0.0,Entertainment,Streaming,291381.64999999997,False
ad9ce65c-3bfb-4e6c-b1ae-8c2204480c3f,2024-10-16,Dr. Smith MD,ACH Credit,user_3,account_2,Checking,,Lake Austin,Cash,USD,0.0,2851.07,Health & Medical,N/A,1295541.6900000002,False
7d87059a-c020-436c-b96f-3343f8a58764,2024-05-06,Mason and Sons,POS Debit,user_5,account_9,Credit Card,,South Michaelshire,Cash,USD,0.0,2203.74,Miscellaneous,,809406.9199999997,False
6077f573-b745-4d1b-a7bd-570fb5f5c744,2025-07-20,Green Inc,POS Debit,user_3,account_3,Savings,Since usually coach kind war south energy idea.,Erinfort,Mastercard,USD,0.0,3051.85,Miscellaneous,,2234403.4699999993,False
f5e46f91-e8f4-4db0-ad0d-6d3bc09f3cde,2023-09-17,Freelance Income,ACH Credit,user_1,account_4,Checking,Writer large single wide.,Lake Blakeberg,JCB 15 digit,USD,0.0,3951.8,Income,,83335.48999999999,False
83b6d54c-8243-4c9d-8da6-ed1136a7a259,2025-07-05,Carey Inc,Transfer,user_4,account_7,Credit Card,,New Jamestown,Discover,USD,0.0,128.61,Miscellaneous,,1980570.9399999985,False
28baaabe-0579-4f99-8c7e-84797b3484a0,2024-06-18,Torres-Chambers,Online Payment,user_5,account_1,Credit Card,,Port Angelashire,VISA 19 digit,USD,0.0,4889.3,Miscellaneous,,857937.4400000011,False
3291d185-e852-4543-b706-e9b2420fb0bc,2025-05-19,Starbucks,POS Debit,user_1,account_1,Checking,,North Keithton,JCB 16 digit,USD,0.0,4276.82,Dining Out,Fast Food,1893944.3500000008,False
acee8902-0451-4d0d-8b83-26083a249a34,2024-04-12,"Fox, Bradley and Hamilton",ATM Withdrawal,user_5,account_10,Credit Card,Inside laugh wear player success.,South Nicholasmouth,Cash,USD,0.0,2109.52,Miscellaneous,,649357.4,False
41a0fb28-a4fa-4a00-839f-b61c81c8c7fb,2023-09-16,Comcast,Transfer,user_2,account_7,Credit Card,,North Bobbyburgh,JCB 16 digit,USD,0.0,326.27,Utilities,Electricity,57027.74,False
35d1f9ca-9410-4937-8a2a-0c13ff79d477,2025-02-14,"Johnson, Sanders and Franklin",ATM Withdrawal,user_1,account_4,Savings,,New Theresa,American Express,USD,0.0,3525.43,Miscellaneous,,1587778.880000001,False
93f2f7db-aebb-4422-9761-1d71f010619b,2024-12-04,Target,Cash,user_5,account_2,Credit Card,,South Donaldborough,Cash,USD,0.0,694.56,Shopping,Apparel,1463418.4300000002,False
1b067177-77a6-4cda-afff-59977e3dd009,2024-09-22,Freelance Income,ACH Credit,user_4,account_10,Credit Card,,North Tamara,VISA 19 digit,USD,0.0,869.85,Income,Freelance,1244664.7700000016,False
0f1b2149-f80a-47b6-8608-86c147af66b6,2024-07-18,Macy's,ATM Withdrawal,user_2,account_4,Checking,Practice star long party.,Rossside,Cash,USD,0.0,3653.72,Shopping,Apparel,906071.2699999997,False
d6e82ea6-a4f3-4f95-818e-78d46623b25f,2024-01-04,Uber,ACH Credit,user_2,account_9,Savings,Argue son they lose attorney couple.,East Jack,Maestro,USD,0.0,2780.74,Transportation,,444787.3099999999,False
ba132a50-c7ce-4663-b909-0490e954e193,2024-10-02,Shell,POS Debit,user_3,account_4,Savings,,Shelleyland,Cash,USD,0.0,4183.51,Transportation,Gas,1175874.9699999997,False
58601c57-4759-4d6c-b83f-ce14f44477ac,2023-09-18,AT&T,Online Payment,user_5,account_2,Savings,,Barnesville,Cash,USD,0.0,1976.81,Utilities,,61473.919999999984,False
a9a121b4-d2ba-428a-812d-c2993b595f1f,2024-11-29,"Romero, Sullivan and Allen",Cash,user_5,account_3,Credit Card,,North Laurenborough,Cash,USD,0.0,3444.28,Miscellaneous,,1468494.7700000014,False
484aa802-1523-49e5-921e-a26651e3ec54,2023-10-10,AT&T,ACH Credit,user_1,account_2,Credit Card,,Lake Melissa,Cash,USD,0.0,4877.64,Utilities,,141411.91999999993,False
7cc69c19-f47e-4ae4-8193-e3a82c13b84d,2023-11-19,Amazon.com,Cash,user_4,account_6,Checking,,Catherinebury,VISA 16 digit,USD,0.0,469.99,Shopping,,315622.97000000003,False
564a951e-02f0-4cff-b0f3-1e6787c72bcd,2024-01-08,Gym Membership,Online Payment,user_2,account_3,Credit Card,,Wayneport,Cash,USD,0.0,1631.87,Health & Fitness,N/A,413576.1399999999,False
3f0a0466-cfa0-4ee9-a134-cb2de6714ad6,2024-10-03,Walmart,Transfer,user_5,account_6,Savings,,East Karenton,Cash,USD,0.0,4889.29,Groceries,,1288683.26,False
33e35175-46a1-403a-afcf-786f6f46f5e3,2023-09-02,"Meyer, Roberts and Smith",ATM Withdrawal,user_4,account_10,Savings,Ask upon suggest however.,South Gregory,Cash,USD,0.0,946.58,Miscellaneous,,23812.190000000002,False
bd155412-e242-42b0-92be-604a99db7ae9,2024-03-26,Uber,ACH Credit,user_2,account_7,Credit Card,,Port Brentberg,Cash,USD,0.0,3486.31,Transportation,Gas,622867.7300000001,False
9263a6a9-ae89-4836-828a-7f49e7803678,2023-09-17,Target,Transfer,user_2,account_10,Savings,,South Shawn,Cash,USD,0.0,2392.99,Shopping,Online,74198.72000000002,False
9aeded62-a3a2-4fbb-b9cc-c67ed818b257,2025-04-08,Gym Membership,POS Debit,user_1,account_6,Checking,,North Shannonview,VISA 16 digit,USD,0.0,4635.01,Health & Fitness,N/A,1850566.610000001,False
69f46b4b-f8ea-487f-9be4-ea5c087a037d,2024-10-30,"Williams, Hill and Watson",Online Payment,user_1,account_1,Credit Card,,East Valeriehaven,Diners Club / Carte Blanche,USD,0.0,3792.19,Miscellaneous,,1270101.6700000006,False
560c118d-26f8-4454-8679-52bf3c952d68,2024-05-04,Rent Payment,Cash,user_4,account_9,Credit Card,,North Stephanie,Diners Club / Carte Blanche,USD,0.0,2222.8,Housing,,807203.1799999997,False
96f23f5a-9376-4799-b0ed-350806d470d4,2024-02-14,Montoya Group,ATM Withdrawal,user_2,account_4,Credit Card,,Shawnhaven,Cash,USD,31.69,0.0,Miscellaneous,,496220.3799999997,False
2171c533-9bda-455c-a4fb-7b2f188c851a,2024-01-09,Wagner PLC,Online Payment,user_3,account_5,Checking,,South Jean,Cash,USD,0.0,2398.16,Miscellaneous,,375990.7199999998,False
a4a00536-936e-484d-97d8-f2c9718ba168,2025-05-20,Freelance Income,Online Payment,user_4,account_8,Savings,,Lloydchester,Cash,USD,0.0,1204.48,Income,Salary,1952113.4600000002,False
5f1997fa-1845-416e-b6e6-7a5407173de9,2024-01-13,Starbucks,Cash,user_3,account_7,Savings,,Woodardside,Diners Club / Carte Blanche,USD,0.0,3607.97,Dining Out,Fast Food,418761.1599999999,False
c1d74af5-976b-4eea-8105-7b93b3e502f8,2024-05-29,"Bates, Campbell and Faulkner",ACH Credit,user_1,account_1,Checking,,North Edwinshire,Cash,USD,0.0,945.92,Miscellaneous,,806823.6600000011,False
2835ce52-8c64-4dda-b16a-4af3e9914ddd,2024-10-15,"Tate, Wilson and Phillips",ACH Credit,user_1,account_8,Savings,,East Robert,Cash,USD,0.0,2661.9,Miscellaneous,,1303063.4600000007,False
cc651d2d-0810-41f4-a5dd-7839dc5f4935,2023-12-10,Dr. Smith MD,Transfer,user_5,account_10,Credit Card,Visit fill baby bit visit when same probably.,Danielsmouth,Discover,USD,0.0,1357.74,Health & Medical,N/A,272568.9,False
501c8333-6e80-41d8-9d1e-0fb6278c1d85,2023-12-31,Miller LLC,Online Payment,user_4,account_3,Credit Card,Face purpose offer ability.,Lowestad,VISA 13 digit,USD,0.0,2757.08,Miscellaneous,,387364.8399999999,False
253f3dc9-6bc9-4573-8d40-5bdb150fab91,2025-03-23,Alvarado-Mcintosh,ATM Withdrawal,user_5,account_1,Checking,,West Christopher,Maestro,USD,0.0,1702.38,Miscellaneous,,1722517.2700000007,False
aad2d72d-de34-4f18-90e1-a5cae9d3b06f,2025-06-17,Dental Office,Online Payment,user_1,account_3,Checking,,East Eric,JCB 16 digit,USD,0.0,2491.62,Health & Medical,N/A,2108272.7700000005,False
a973f42a-60fa-4b80-a72f-31d75e3127cf,2023-09-13,"Ochoa, Green and Davis",POS Debit,user_5,account_7,Savings,,Dawnmouth,Cash,USD,0.0,237.06,Miscellaneous,,46607.979999999996,False
b482c92c-dad2-4056-af75-0a18badb8b43,2023-09-24,Macy's,Online Payment,user_1,account_9,Savings,Seek say project board wonder defense board music.,Simpsonport,Cash,USD,0.0,4577.9,Shopping,Electronics,119405.20999999999,False
510be467-7478-4fbd-912a-0cafcbc6c011,2024-10-31,AT&T,ACH Credit,user_3,account_9,Credit Card,,Camposville,Cash,USD,151.99,0.0,Utilities,Internet,1375435.9099999995,False
3b8b095b-da2b-411d-802e-f7dce874e3cd,2025-07-22,Comcast,ATM Withdrawal,user_4,account_1,Checking,,Davidsonview,JCB 15 digit,USD,0.0,512.04,Utilities,Electricity,2082009.7400000002,False
69aecae8-915a-4331-98e6-867d4f45ade7,2024-08-21,Manning PLC,Transfer,user_3,account_3,Checking,,Curtishaven,Maestro,USD,406.06,0.0,Miscellaneous,,1151598.21,False
c2bfc051-656c-4e73-ac7e-d5805433fc43,2025-08-07,Target,Cash,user_1,account_4,Credit Card,,Walkerburgh,JCB 16 digit,USD,0.0,342.98,Shopping,Apparel,2206478.5599999996,True
12b07e15-f286-4e09-9973-a4aa5f3d5bf8,2025-04-20,Freelance Income,Cash,user_1,account_8,Savings,,Garrisonmouth,Discover,USD,0.0,4501.98,Income,Salary,1841969.86,False
d830af18-cfb2-480e-9b42-b332798165ed,2024-07-22,Netflix,Transfer,user_1,account_5,Savings,,Colinbury,JCB 15 digit,USD,0.0,1564.73,Entertainment,Streaming,1045668.6000000003,False
b694af74-182f-4651-9513-22ccb71b712d,2024-02-21,Netflix,Online Payment,user_3,account_4,Credit Card,Try community turn network.,Port Michaeltown,Cash,USD,0.0,2489.3,Entertainment,Streaming,526000.2599999998,False
ed4c8caa-701a-496f-b69d-61499ec8ea13,2024-06-03,"Montes, Smith and Perry",Cash,user_1,account_7,Savings,,East Brianbury,VISA 16 digit,USD,0.0,2089.51,Miscellaneous,,833973.3899999994,False
2fc7edaf-d1cf-4142-868f-2288a8644829,2024-08-15,Paycheck,ATM Withdrawal,user_5,account_9,Savings,,Davidstad,Cash,USD,0.0,1937.37,Income,Salary,1123226.2699999993,False
56a3b45e-855e-49b0-ad9b-4efce3555928,2023-10-07,Haney and Sons,Transfer,user_5,account_2,Credit Card,Our enter college.,Lake Cameron,JCB 16 digit,USD,0.0,4478.76,Miscellaneous,,129289.27999999994,False
280f6f62-7f7d-4b5f-89db-1c4790925d59,2023-09-21,Target,ATM Withdrawal,user_4,account_8,Credit Card,,Nguyenport,Cash,USD,0.0,3504.02,Shopping,,56790.76999999999,False
05218c4d-da27-42f4-8141-de4c849f74f5,2025-06-14,Paycheck,ACH Credit,user_1,account_9,Credit Card,,Davidside,Cash,USD,180.04,0.0,Income,Salary,2055367.87,False
478b1649-f2c3-4000-b32a-94d62ee2f37a,2024-09-29,Starbucks,Transfer,user_3,account_3,Credit Card,,Monicahaven,Cash,USD,0.0,4921.26,Dining Out,Coffee Shop,1296995.1800000004,False
9545a37a-94c2-429d-b97f-ac69bab47ed2,2023-09-09,Amazon.com,Cash,user_2,account_9,Credit Card,,Johnside,Cash,USD,0.0,1088.28,Shopping,Electronics,52939.929999999986,False
276530c6-6169-44e0-aafe-3dbf6aa1a1b9,2025-01-23,"Love, Adams and Stanley",POS Debit,user_3,account_7,Checking,,Richardton,JCB 16 digit,USD,0.0,789.17,Miscellaneous,,1464245.469999998,False
992655da-18c7-422f-9505-b0655d24a5ae,2023-12-15,West-Smith,POS Debit,user_1,account_10,Credit Card,,Moraleshaven,Cash,USD,0.0,1946.36,Miscellaneous,,285957.88,False
19cd179d-d646-4773-a558-03e5488851af,2024-01-19,Netflix,Cash,user_1,account_1,Checking,,Claudiafurt,Cash,USD,0.0,4852.45,Entertainment,Movies,412599.43000000034,False
9b29143f-f3ff-4241-b93d-789a4cc42f3e,2024-03-17,Netflix,ATM Withdrawal,user_4,account_8,Credit Card,,Nancytown,Cash,USD,0.0,2565.3,Entertainment,Movies,636982.8700000005,False
c6983564-5f94-4117-af10-073006cf4f8b,2024-10-17,Alexander-Morris,ACH Credit,user_5,account_4,Savings,For themselves site sport imagine reality.,Brandonville,Cash,USD,0.0,3876.21,Miscellaneous,,1229358.149999999,False
a807c2e7-20bf-4e01-bf05-88687ab5fe80,2024-01-14,Dr. Smith MD,Online Payment,user_1,account_10,Credit Card,,Gibsonmouth,Cash,USD,0.0,4011.09,Health & Medical,N/A,377740.4599999999,False
ef6fc16f-be98-4534-b0f3-a9ef27d5a7f9,2024-08-21,Rent Payment,POS Debit,user_3,account_8,Credit Card,Really interview bill trouble beat study.,North Roberthaven,Cash,USD,0.0,3281.29,Housing,Rent,1122765.6800000009,False
81cf5684-8a16-4fa8-b27f-bef6aeba8aaa,2025-05-31,Starbucks,POS Debit,user_5,account_9,Savings,,Scottborough,VISA 16 digit,USD,0.0,1033.04,Dining Out,Restaurants,2017280.7300000002,False
6a2a11ad-46cc-47e9-92a7-3a640da1b4e8,2024-04-11,Matthews-Mills,ACH Credit,user_4,account_1,Credit Card,,South Robinland,VISA 16 digit,USD,0.0,3588.16,Miscellaneous,,658949.3100000005,False
e3ce37ed-c6af-49fe-aa95-37895a0acb31,2025-05-16,Klein-Abbott,Transfer,user_1,account_4,Savings,,Colemanburgh,Mastercard,USD,0.0,1003.38,Miscellaneous,,1918881.8100000005,False
6c61ffce-562f-4fbd-bcbb-9f215d40e723,2024-06-10,Netflix,ACH Credit,user_3,account_9,Credit Card,,West Michaelmouth,Cash,USD,0.0,1106.11,Entertainment,Movies,905941.3399999993,False
2b59c47c-8e4a-4bd1-bc73-aa22acaec838,2025-07-04,Whole Foods,Transfer,user_3,account_7,Checking,,North Jamesside,JCB 16 digit,USD,0.0,4089.49,Groceries,Snacks,1968490.5799999984,False
45c78d23-53fd-4363-b87f-d317e6dfb805,2024-01-31,Comcast,Cash,user_5,account_4,Checking,,South Adamland,Cash,USD,0.0,3829.36,Utilities,Electricity,447614.43999999977,False
3d03e2b7-df0a-41fc-96fa-ce8d0a79d799,2025-05-07,Starbucks,Cash,user_1,account_6,Savings,,East Ruthburgh,JCB 16 digit,USD,0.0,2053.07,Dining Out,Fast Food,1944443.5600000008,False
3152d58c-0b8e-4edd-bf64-dfe8b8a985b5,2024-12-19,Walmart,Transfer,user_2,account_8,Credit Card,,Lake Kylefurt,Cash,USD,0.0,4594.41,Groceries,Produce,1521559.0000000005,False
fc5a9db5-c821-4f7c-aa0c-1890a70aac87,2025-01-30,AT&T,ATM Withdrawal,user_4,account_10,Credit Card,Age process beat game why.,New Kristy,Cash,USD,0.0,1441.34,Utilities,Electricity,1699796.2700000023,False
bf57209b-631a-4984-89be-3f456a8e5c8d,2023-09-12,Amazon.com,ACH Credit,user_3,account_7,Credit Card,,Harristown,Cash,USD,0.0,3371.52,Shopping,Electronics,40542.24,False
33b5fad7-28ee-4067-a1ae-4670b8c86b40,2024-08-09,Netflix,ACH Credit,user_3,account_7,Savings,,Vanessafort,JCB 15 digit,USD,0.0,502.79,Entertainment,,1031866.6899999991,True
8306a992-e178-45c0-9983-74f03287a149,2024-12-21,Dental Office,Online Payment,user_3,account_4,Checking,,South David,American Express,USD,0.0,2557.58,Health & Medical,N/A,1445596.3700000008,False
638882e9-bc98-42d2-b8db-cf50f6b86ba3,2024-06-19,Uber,Online Payment,user_4,account_2,Checking,Evidence fund look.,Kimberlyside,Cash,USD,0.0,419.67,Transportation,Gas,888425.8699999996,False
15054a5c-85d6-48cf-9453-514a848970d9,2024-06-19,Target,Online Payment,user_3,account_10,Savings,,Christophermouth,Cash,USD,0.0,1969.53,Shopping,,898927.290000001,False
c8f16197-40e1-4e88-b4d4-bca49079225b,2025-07-20,Hubbard Ltd,Transfer,user_3,account_2,Credit Card,,Adamfurt,Maestro,USD,0.0,2806.05,Miscellaneous,,2199891.550000001,False
c0f24bf9-64a3-4d8a-baec-fa687953dfb7,2024-09-17,Starbucks,Transfer,user_1,account_4,Credit Card,,North Ashley,VISA 16 digit,USD,0.0,2796.93,Dining Out,Coffee Shop,1127712.9000000001,False
4121cf55-ae31-404a-b0a7-d3ab8ea45832,2024-10-31,Burns-Welch,ATM Withdrawal,user_2,account_2,Checking,Vote nature true particularly democratic teacher.,Tammyberg,VISA 16 digit,USD,0.0,3744.61,Miscellaneous,,1360026.7499999995,False
f0e7c623-ff23-40a2-865a-c81ce0ba0ed2,2024-12-14,Spotify,ATM Withdrawal,user_3,account_10,Checking,,Riggsmouth,VISA 16 digit,USD,0.0,3128.52,Entertainment,Movies,1529555.4800000018,False
aa0992f1-8db9-4230-81bf-a65f1effe810,2024-09-13,Macy's,Cash,user_5,account_1,Checking,,Christianfort,Cash,USD,0.0,1629.59,Shopping,Electronics,1099613.1300000013,False
a35992d5-48cb-4cda-b40c-ee507ca7cc1a,2023-11-16,Paycheck,Online Payment,user_2,account_5,Savings,Above even woman fall central.,East Christine,Discover,USD,0.0,1919.12,Income,,224490.66999999993,False
0304b2f2-0b30-4d66-9501-a1b1b8ebd71e,2025-04-26,Rent Payment,Online Payment,user_3,account_3,Savings,,North Joshuaburgh,Cash,USD,0.0,4146.91,Housing,Rent,1908149.5500000012,False
84825a2a-b782-4e1f-825b-7bf1c01f63b3,2023-12-20,Comcast,ATM Withdrawal,user_4,account_6,Savings,,New Taylor,American Express,USD,385.23,0.0,Utilities,Internet,395168.87000000017,False
0f279ff3-85d3-4345-8fc2-e75ed0147e4c,2025-06-29,"Garza, Vazquez and Wilson",Transfer,user_4,account_5,Credit Card,,Jamesmouth,Maestro,USD,0.0,867.7,Miscellaneous,,2027772.5599999998,False
81c38036-a7f6-4306-bf45-4387e05159d0,2024-09-29,AT&T,POS Debit,user_2,account_4,Savings,,Port Elizabethport,VISA 13 digit,USD,0.0,4780.41,Utilities,Electricity,1162867.2199999997,False
